;Working_Year;Designation;Experience;Employment_Status;Salary_In_Rupees;Employee_Location;Company_Location;Company_Size;Remote_Working_Ratio;Salary_In_Rupees
300;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;7906026
301;2022;Data Scientist;SE;FT;5MM A 10MM;GB;GB;M;0;9372412
302;2022;Data Scientist;SE;FT;5MM A 10MM;GB;GB;M;0;8331086
303;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11617147
304;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;9787049
305;2022;Data Engineer;EN;FT;1MM A 5MM;GB;GB;M;100;4165543
306;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;0;7877381
307;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;0;9230062
308;2022;Data Analyst;MI;FT;5MM A 10MM;US;US;M;0;8455055
309;2022;Data Analyst;MI;FT;10MM A 15MM;US;US;M;0;10065542
310;2022;Data Engineer;EX;FT;15MM A 20MM;US;US;M;100;19255819
311;2022;Data Engineer;EX;FT;15MM A 20MM;US;US;M;100;15913900
312;2022;Data Scientist;MI;FT;5MM A 10MM;GB;GB;M;0;5206869
313;2022;Data Scientist;MI;FT;1MM A 5MM;GB;GB;M;0;3124137
314;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;0;6248275
315;2022;Data Engineer;MI;FT;1MM A 5MM;GB;GB;M;0;4165543
316;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;13146473
317;2022;Data Engineer;EN;FT;1MM A 5MM;GB;GB;M;100;3644840
318;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;9561071
319;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
320;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;0;14476875
321;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;0;10528636
322;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;M;0;17514043
323;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;0;12737486
324;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;L;0;14322510
325;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;L;0;9548340
326;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;9881736
327;2022;Data Analyst;EX;FT;10MM A 15MM;US;US;M;100;10344035
328;2022;Data Analyst;EX;FT;5MM A 10MM;US;US;M;100;8752645
329;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;13526815
330;2022;Data Analyst;MI;FT;5MM A 10MM;US;US;M;100;9190277
331;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8983397
332;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
333;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8983397
334;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
335;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;13160795
336;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10528636
337;2022;Data Analyst;MI;FT;10MM A 15MM;US;US;M;100;13288107
338;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;M;100;19407001
339;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;10869194
340;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8695355
341;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10254519
342;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;7455662
343;2022;Head of Data Science;EX;FT;15MM A 20MM;US;US;M;100;17823568
344;2022;Head of Data Science;EX;FT;10MM A 15MM;US;US;M;100;13357730
345;2022;Analytics Engineer;EX;FT;10MM A 15MM;US;US;M;100;13924663
346;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;12460584
347;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;0;8657162
348;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;0;7602866
349;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;L;0;8991354
350;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;10741883
351;2022;Data Science Manager;SE;FT;10MM A 15MM;US;US;M;100;12837902
352;2022;Data Science Manager;SE;FT;10MM A 15MM;US;US;M;100;10912241
353;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;13288107
354;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;9787049
355;2022;Data Engineer;SE;FT;5MM A 10MM;GB;GB;M;0;6248275
356;2022;Data Engineer;SE;FT;5MM A 10MM;GB;GB;M;0;5206869
357;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;0;11935425
358;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;16828949
359;2022;Data Architect;SE;FT;15MM A 20MM;CA;CA;M;100;15309172
360;2022;Data Architect;SE;FT;5MM A 10MM;CA;CA;M;100;7216954
361;2022;Data Analyst;SE;FT;10MM A 15MM;CA;CA;M;100;10344035
362;2022;Data Analyst;SE;FT;1MM A 5MM;CA;CA;M;100;4877610
363;2022;Data Analyst;SE;FT;10MM A 15MM;CA;CA;M;100;10344035
364;2022;Data Analyst;SE;FT;1MM A 5MM;CA;CA;M;100;4877610
365;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;L;0;12731120
366;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11028333
367;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;0;10821452
368;2022;Data Analyst;MI;FT;1MM A 5MM;US;US;S;0;4615031
369;2022;Analytics Engineer;EX;FT;10MM A 15MM;US;US;M;100;10741883
370;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;13526815
371;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;9787049
372;2022;Machine Learning Engineer;SE;FT;15MM A 20MM;US;US;M;0;15090356
373;2022;Machine Learning Engineer;SE;FT;10MM A 15MM;US;US;M;0;13128649
374;2022;ETL Developer;MI;FT;1MM A 5MM;GR;GR;M;0;4372901
375;2022;ETL Developer;MI;FT;1MM A 5MM;GR;GR;M;0;4372901
376;2022;Lead Data Engineer;EX;FT;5MM A 10MM;CA;CA;S;100;9404080
377;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;0;10503174
378;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;13160795
379;2022;Data Architect;SE;FT;15MM A 20MM;US;US;M;100;16612122
380;2022;Data Architect;SE;FT;10MM A 15MM;US;US;M;100;11760372
381;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10900544
382;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;8081874
383;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;10254519
384;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7455662
385;2022;Head of Machine Learning;EX;FT;5MM A 10MM;IN;IN;L;50;6289094
386;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10528636
387;2022;Machine Learning Engineer;EN;FT;1MM A 5MM;GB;GB;L;100;2967942
388;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;0;13049398
389;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;12333273
390;2022;Machine Learning Engineer;MI;FT;5MM A 10MM;GB;GB;M;0;9893115
391;2022;Machine Learning Engineer;MI;FT;5MM A 10MM;GB;GB;M;0;7810383
392;2022;AI Scientist;MI;FT;5MM A 10MM;US;US;M;0;9548340
393;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8983397
394;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
395;2022;Data Analytics Manager;SE;FT;10MM A 15MM;US;US;M;100;11537578
396;2022;Data Analytics Manager;SE;FT;5MM A 10MM;US;US;M;100;8386625
397;2022;Machine Learning Engineer;MI;FT;5MM A 10MM;FR;DE;M;100;6996705
398;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;0;9372412
399;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;L;100;17131313
400;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;L;100;12587895
401;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;L;100;16637982
402;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;L;100;12301445
403;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;0;9224810
404;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;0;6498123
405;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;13924663
406;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;0;7810383
407;2022;Data Analyst;MI;FT;1MM A 5MM;US;US;S;0;4615031
408;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;L;100;14608960
409;2022;Data Analyst;MI;FT;1MM A 5MM;GB;GB;M;100;4165543
410;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;14322510
411;2022;Data Scientist;MI;FT;5MM A 10MM;GB;GB;M;0;5727572
412;2022;Data Scientist;MI;FT;1MM A 5MM;GB;GB;M;0;3644840
413;2022;Data Engineer;MI;FT;5MM A 10MM;GR;GR;M;100;5247529
414;2022;Data Engineer;MI;FT;1MM A 5MM;GR;GR;M;100;3935587
415;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;100;6248275
416;2022;Data Engineer;MI;FT;1MM A 5MM;GB;GB;M;100;4686166
417;2022;Data Scientist;SE;FT;20MM A 26MM;US;US;M;100;20688070
418;2022;Data Science Engineer;SE;FT;1MM A 5MM;AR;MX;L;100;4774170
419;2022;Data Engineer;MI;FT;5MM A 10MM;US;US;M;0;5084491
420;2022;Machine Learning Scientist;MI;FT;10MM A 15MM;US;US;L;100;12731120
421;2022;Machine Learning Scientist;MI;FT;5MM A 10MM;US;US;L;100;8935655
422;2022;Data Science Manager;MI;FT;15MM A 20MM;US;US;M;100;19176250
423;2022;Data Science Manager;MI;FT;10MM A 15MM;US;US;M;100;12651551
424;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;0;14322510
425;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;0;6365560
426;2022;Data Engineer;MI;FT;5MM A 10MM;US;US;M;0;6596312
427;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;L;100;8020606
428;2022;Data Engineer;MI;FT;1MM A 5MM;ES;ES;M;100;3935587
429;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;L;0;11171558
430;2022;Data Analyst;MI;FT;1MM A 5MM;GB;GB;M;100;3124137
431;2022;Data Analyst;MI;FT;1MM A 5MM;ES;ES;M;100;3498353
432;2022;Data Analyst;MI;FT;1MM A 5MM;ES;ES;M;100;2623725
433;2022;Data Engineer;MI;FT;5MM A 10MM;ES;ES;M;100;6996705
434;2022;Data Engineer;MI;FT;5MM A 10MM;ES;ES;M;100;6122077
435;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;100;8331086
436;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;100;7289680
437;2022;Data Engineer;MI;FT;5MM A 10MM;ES;ES;M;100;5247529
438;2022;Data Engineer;MI;FT;5MM A 10MM;GR;GR;M;100;6996705
439;2022;Machine Learning Engineer;SE;FT;15MM A 20MM;US;US;M;0;15090356
440;2022;Machine Learning Engineer;SE;FT;10MM A 15MM;US;US;M;0;13128649
441;2022;Data Analyst;MI;FT;1MM A 5MM;GR;GR;M;100;3498353
442;2022;Data Analyst;MI;FT;1MM A 5MM;GR;GR;M;100;2623725
443;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;100;7810383
444;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;100;6248275
445;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;L;0;17131313
446;2022;Data Engineer;MI;FT;5MM A 10MM;GR;GR;M;100;6122077
447;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;L;100;16637982
448;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;L;100;12301445
449;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;14322510
450;2022;ML Engineer;EN;FT;1MM A 5MM;PT;PT;L;100;1749176
451;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;6365560
452;2022;Machine Learning Developer;MI;FT;5MM A 10MM;CA;CA;M;100;6269360
453;2022;Director of Data Science;EX;FT;15MM A 20MM;CA;CA;L;50;15673521
454;2022;Machine Learning Engineer;MI;FT;5MM A 10MM;US;US;S;100;9548340
455;2022;Computer Vision Engineer;EN;FT;5MM A 10MM;US;US;M;0;9946188
456;2022;NLP Engineer;MI;FT;1MM A 5MM;US;US;L;50;2962850
457;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;8354798
458;2022;Lead Machine Learning Engineer;SE;FT;5MM A 10MM;DE;DE;M;0;6996705
459;2022;Business Data Analyst;MI;FT;1MM A 5MM;IN;IN;M;100;1467421
460;2022;Data Scientist;MI;FT;1MM A 5MM;IN;IN;L;100;2515590
461;2022;Machine Learning Infrastructure Engineer;MI;FT;1MM A 5MM;PT;PT;L;50;4635321
462;2022;Financial Data Analyst;EN;FT;5MM A 10MM;US;US;L;50;7956950
463;2022;Data Engineer;MI;PT;1MM A 5MM;DE;DE;L;50;4372901
464;2022;Data Scientist;EN;FT;1MM A 5MM;IN;IN;M;100;1467421
465;2022;Principal Data Scientist;SE;FT;10MM A 15MM;DE;DE;M;100;12943889
466;2022;Data Engineer;EN;FT;5MM A 10MM;US;US;M;100;9548340
467;2022;Research Scientist;SE;FT;10MM A 15MM;US;US;L;50;11458008
468;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;8346045
469;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;7956950
470;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11139730
471;2022;Data Analyst;MI;FT;10MM A 15MM;US;US;M;100;10741883
472;2022;Data Analyst;MI;FT;1MM A 5MM;US;US;M;100;3978475
473;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;17505290
474;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11139730
475;2022;Data Scientist;MI;FT;10MM A 15MM;GB;GB;M;0;14579360
476;2022;Data Scientist;MI;FT;5MM A 10MM;GB;GB;M;0;7289680
477;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;14728314
478;2022;Machine Learning Engineer;SE;FT;15MM A 20MM;US;US;M;100;17505290
479;2022;Data Scientist;MI;FT;15MM A 20MM;US;US;M;100;15913900
480;2022;Data Scientist;MI;FT;5MM A 10MM;US;US;M;100;9548340
481;2022;Machine Learning Engineer;SE;FT;5MM A 10MM;AE;AE;S;100;9548340
482;2022;Machine Learning Engineer;SE;FT;5MM A 10MM;AE;AE;S;100;5172018
483;2022;Data Engineer;EX;FT;20MM A 26MM;US;US;M;100;25780518
484;2022;Data Engineer;EX;FT;15MM A 20MM;US;US;M;100;17187012
485;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;M;100;16709595
486;2022;Machine Learning Engineer;SE;FT;5MM A 10MM;US;US;M;100;9548340
487;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;18300985
488;2022;Data Scientist;EN;PT;5MM A 10MM;DZ;DZ;M;50;7956950
489;2022;Data Scientist;MI;FL;5MM A 10MM;CA;US;M;100;7956950
490;2022;Applied Machine Learning Scientist;EN;CT;1MM A 5MM;TN;CZ;M;100;2536278
491;2022;Head of Data;SE;FT;15MM A 20MM;MY;US;M;100;15913900
492;2022;Principal Data Analyst;MI;FT;5MM A 10MM;CA;CA;S;100;5967713
493;2022;Data Scientist;MI;FT;1MM A 5MM;PL;PL;L;100;2831879
494;2022;Machine Learning Developer;SE;FT;5MM A 10MM;CA;CA;M;100;6269360
495;2022;Data Scientist;SE;FT;5MM A 10MM;BR;US;M;100;7956950
496;2022;Machine Learning Scientist;MI;FT;10MM A 15MM;US;US;M;50;12174134
497;2022;Data Engineer;EN;FT;1MM A 5MM;PK;DE;M;100;4617816
498;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;13128968
499;2022;Research Scientist;SE;FT;5MM A 10MM;FR;FR;L;50;7433940
500;2022;Data Scientist;EN;FT;1MM A 5MM;CA;CA;L;100;4169124
501;2022;Machine Learning Engineer;SE;FT;1MM A 5MM;NL;NL;L;100;4985109
502;2022;Head of Data;MI;FT;1MM A 5MM;EE;EE;S;100;2623725
503;2022;Data Scientist;EN;FT;1MM A 5MM;JP;MY;L;100;3182780
504;2022;Machine Learning Engineer;MI;FT;5MM A 10MM;AU;AU;L;100;6956364
505;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;9150493
506;2022;Data Scientist;EN;FT;5MM A 10MM;AU;AU;M;50;6898914
507;2022;Applied Machine Learning Scientist;MI;FT;5MM A 10MM;BO;US;L;100;5967713
508;2022;Research Scientist;MI;FT;5MM A 10MM;AT;AT;L;0;5160003
509;2022;Research Scientist;EN;FT;5MM A 10MM;US;US;L;100;9548340
510;2022;Applied Data Scientist;MI;FT;10MM A 15MM;US;US;L;100;12492412
511;2022;Computer Vision Software Engineer;EN;FT;10MM A 15MM;AU;AU;S;100;11935425
512;2022;Business Data Analyst;MI;FT;5MM A 10MM;CA;CA;L;50;5642432
513;2022;Data Engineer;EN;FT;5MM A 10MM;US;US;S;100;5172018
514;2022;Machine Learning Engineer;SE;FT;5MM A 10MM;IE;IE;S;100;5684763
515;2022;Data Analytics Engineer;EN;FT;1MM A 5MM;PK;PK;M;0;1591390
516;2022;Data Scientist;MI;FT;1MM A 5MM;RU;US;S;100;3819336
517;2022;Data Science Manager;SE;FT;10MM A 15MM;US;US;M;100;12134349
518;2022;Data Engineer;MI;FT;5MM A 10MM;FR;FR;M;100;5422423
519;2022;Data Scientist;MI;FT;5MM A 10MM;CH;CH;L;0;9735010
520;2022;Applied Data Scientist;SE;FT;ACIMA DE 26MM;US;US;L;100;30236410
521;2022;Data Scientist;MI;FT;5MM A 10MM;CA;CA;M;100;5517031
522;2022;Computer Vision Engineer;EN;FT;1MM A 5MM;PT;LU;M;100;795695
523;2022;Data Analyst;MI;FT;1MM A 5MM;GR;GR;S;100;1591390
524;2022;Data Analytics Lead;SE;FT;ACIMA DE 26MM;US;US;L;100;32225648
525;2022;Data Scientist;MI;FT;10MM A 15MM;US;US;L;100;10741883
526;2022;Applied Data Scientist;SE;FT;10MM A 15MM;US;US;L;100;14083802
527;2022;Data Scientist;MI;FT;5MM A 10MM;US;US;M;100;6206421
528;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;10741883
529;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7956950
530;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
531;2022;Data Analyst;MI;FT;5MM A 10MM;CA;CA;M;0;6763408
532;2022;Data Analyst;MI;FT;5MM A 10MM;CA;CA;M;0;5967713
533;2022;Machine Learning Engineer;SE;FT;15MM A 20MM;US;US;M;100;17027873
534;2022;Machine Learning Engineer;SE;FT;15MM A 20MM;US;US;M;100;15325086
535;2022;Data Architect;SE;FT;20MM A 26MM;US;US;M;100;21197315
536;2022;Data Architect;SE;FT;15MM A 20MM;US;US;M;100;16957852
537;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8983397
538;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;12333273
539;2022;Data Scientist;MI;FT;10MM A 15MM;US;US;M;0;11243170
540;2022;Data Scientist;MI;FT;5MM A 10MM;US;US;M;0;8124046
541;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;9224810
542;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;6498123
543;2022;Data Engineer;MI;FT;15MM A 20MM;US;US;M;0;16446936
544;2022;Data Engineer;MI;FT;5MM A 10MM;US;US;M;0;7885337
545;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10344035
546;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;9150493
547;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;8792430
548;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10344035
549;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7881359
550;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;12731120
551;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;L;0;16335618
552;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;L;0;11171558
553;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;14004232
554;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11458008
555;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;M;100;15921857
556;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;12731120
557;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;11537578
558;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;0;5609650
559;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;0;16335618
560;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;0;11171558
561;2022;Analytics Engineer;SE;FT;15MM A 20MM;US;US;M;0;16335618
562;2022;Analytics Engineer;SE;FT;10MM A 15MM;US;US;M;0;14696487
563;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;13932619
564;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;11159622
565;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;9241997
566;2022;Data Engineer;SE;FT;1MM A 5MM;US;US;M;0;4296753
567;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;13526815
568;2022;Data Analyst;MI;FT;5MM A 10MM;GB;GB;M;0;5206869
569;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;6365560
570;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11139730
571;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;16709595
572;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11139730
573;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7956950
574;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;5490296
575;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;16709595
576;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11139730
577;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;16709595
578;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;11941393
579;2022;Data Engineer;SE;FT;5MM A 10MM;US;US;M;100;7956950
580;2022;Data Engineer;SE;FT;1MM A 5MM;US;US;M;100;1989238
581;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;10065542
582;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8455055
583;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;M;100;17514043
584;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;12737486
585;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8354798
586;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8826247
587;2022;Data Analyst;MI;FT;1MM A 5MM;GB;GB;M;0;3644840
588;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11139730
589;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;0;7877381
590;2022;Data Analyst;SE;FT;1MM A 5MM;US;US;M;100;4774170
591;2022;Data Architect;SE;FT;15MM A 20MM;US;US;M;100;15322221
592;2022;Data Architect;SE;FT;10MM A 15MM;US;US;M;100;11525960
593;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;18300985
594;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11935425
595;2022;Data Analytics Manager;SE;FT;10MM A 15MM;US;US;M;100;11956113
596;2022;Data Analytics Manager;SE;FT;5MM A 10MM;US;US;M;100;8695355
597;2022;Data Scientist;SE;FT;15MM A 20MM;US;US;M;100;16709595
598;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;13526815
599;2022;Data Scientist;MI;FT;10MM A 15MM;US;US;M;100;12731120
600;2022;Data Scientist;MI;FT;10MM A 15MM;US;US;M;100;10344035
601;2022;Data Analyst;EN;FT;5MM A 10MM;CA;CA;M;0;5331157
602;2022;Data Analyst;EN;FT;1MM A 5MM;CA;CA;M;0;4137614
603;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;12253703
604;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10025757
605;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;0;10264466
606;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;11935425
607;2022;AI Scientist;MI;FT;15MM A 20MM;IN;US;L;100;15913900
